"","10","11","12","13","14","15","16","17","18","19","20","21","22","20","21","22","23","24","25","26","27","28","29","30","31","32"
"R_13BGH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_13BGHe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_13GS",0.0958286981638107,0.0950273945746366,0.0963209453826518,0.0944761410922555,0.0954803852720635,0.0959678723825155,0.0953589836680561,0.0955127509342167,0.0960654857884714,0.0959889834246011,0.0961627995926553,0.0956668237172562,0.0947251194181631,0.0125046048274949,0.0123622371074916,0.0121070638431952,0.0126655756349275,0.0127131339152393,0.0123730720336155,0.0124972970975348,0.0124213336039427,0.0121325625828587,0.0124107657806464,0.0123440841653859,0.0123268013074525,0.0125348051209377
"R_16GS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_23CAPPD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_2DDA7Ptm",-0.0064027151144785,-0.00825298634891269,-0.00815216817152748,-0.00799446481663081,-0.00891671203326096,-0.00745976425039601,-0.00838152714614385,-0.0077673448985917,-0.00907337641272079,-0.00836197478043886,-0.00799827926886248,-0.00623724565088821,-0.01055094206069,-0.00103603930272129,-0.0007191150788263,-0.000471475553907998,-0.000784098296170062,-0.00104858393126861,-0.000991069041762671,-0.000929191528550819,-0.00146959741311695,-0.000555908053720978,-0.000679404311446774,-0.000812330497379005,-0.00048758535950373,-0.000943456412199806
"R_2DHPtm",3.69482222595252e-14,2.77284970052722e-15,3.88198958073811e-14,2.77284970052722e-15,0,9.37916411203332e-14,-2.70682946956229e-15,1.38642485026361e-14,1.13686837721616e-14,-8.31854910158166e-15,3.60470461068539e-14,-8.5265128291212e-15,0,0,0,0,0,0,0,0,0,0,0,-2.21057740014253e-14,0,-3.07261723571935e-15
"R_2DOXG6PP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_2HBO",0,-2.77284970052722e-15,-5.54569940105444e-15,-2.77284970052722e-15,-2.21827976042178e-14,0,0,-2.77284970052722e-15,0,0,0,-5.6843418860808e-15,0,0,0,0,0,3.5527136788005e-15,0,0,0,0,0,0,0,0
"R_2HBt2",0,-2.77284970052722e-15,-5.54569940105444e-15,-2.77284970052722e-15,-2.21827976042178e-14,0,0,-2.77284970052722e-15,0,0,0,-5.6843418860808e-15,0,0,0,0,0,3.5527136788005e-15,0,0,0,0,0,0,0,0
"R_2HMHMBQMTm",-2.87238065999207e-20,1.80524069044741e-18,3.00648396592149e-18,1.50087566805821e-15,1.18941950747864e-21,-6.87810279947717e-19,-4.62716482059804e-18,1.9765479158056e-15,-3.45589442479755e-20,1.32957737546271e-14,-3.65274278911703e-19,2.7666617124643e-20,5.18141849345232e-18,-7.49643869915864e-19,-4.64544194570734e-15,-9.49758106011565e-19,-1.78971593276838e-18,-2.18468990922055e-20,-8.9156062551125e-16,-6.84642571553017e-16,-1.10132297064705e-19,6.48525156985534e-16,-3.69924699054371e-18,-8.14631727919393e-16,1.4773614100388e-16,5.68088277043464e-17
"R_2HP6MPMOm",6.6740839465224e-20,1.80524069044741e-18,3.26675925894424e-18,4.634872298642e-16,1.18941950747864e-21,-8.86926067607077e-19,-4.62716482059804e-18,1.97639021343822e-15,0,-1.67185653627153e-16,2.93559245719813e-18,2.7666617124643e-20,0,-7.49643869915864e-19,-4.63316149014676e-15,-7.5089250897535e-19,-1.78971593276838e-18,9.22052360837387e-16,-8.91696552082168e-16,-9.70826986291303e-14,-1.10132297064705e-19,6.49337620165526e-16,-3.69924699054371e-18,-8.2638948204709e-16,5.38010259404339e-16,5.68088277043464e-17
"R_2HPMBQMTm",6.6740839465224e-20,1.80524069044741e-18,3.00648396592149e-18,4.634872298642e-16,2.58158914299324e-21,-6.8806652741878e-19,-4.62716482059804e-18,1.97639021343822e-15,-3.45589442479755e-20,1.32962994157296e-14,2.93559245719813e-18,2.7666617124643e-20,5.18141849345232e-18,-7.49643869915864e-19,-4.64516176203167e-15,-7.5089250897535e-19,-1.78971593276838e-18,9.22052360837387e-16,-8.91559531653258e-16,-9.70826986291303e-14,-1.10132297064705e-19,6.53160330426849e-16,-3.69924699054371e-18,-8.2638948204709e-16,5.29301761935575e-16,5.68088277043464e-17
"R_2HPMMBQMOm",6.6740839465224e-20,1.80524069044741e-18,3.00648396592149e-18,4.634872298642e-16,2.58158914299324e-21,-6.8806652741878e-19,-4.62716482059804e-18,1.97639021343822e-15,-3.45589442479755e-20,1.32972452679771e-14,2.93559245719813e-18,2.7666617124643e-20,5.18141849345232e-18,-7.49643869915864e-19,-1.17649212255074e-17,-7.5089250897535e-19,-1.78971593276838e-18,9.22052360837387e-16,-8.91559531653258e-16,-9.70826986291303e-14,-1.10132297064705e-19,6.49337620165526e-16,-3.69924699054371e-18,-8.2638948204709e-16,5.29301761935575e-16,5.68088277043464e-17
"R_2MBACt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_2MBALDt",0,0,0,0,0,4.54747350886464e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_2MBALDtm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_2MBTOHt",0,-2.21827976042178e-14,0,0,0,0,9.05163774621629e-12,0,0,0,2.77284970052722e-14,-6.25277607468888e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_2MBTOHtm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_2MPPALt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_2MPPALtm",0,0,-2.77284970052722e-15,-8.31854910158166e-15,0,-7.105427357601e-14,1.62409768173737e-14,0,-4.54747350886464e-14,0,0,3.41060513164848e-14,-2.77284970052722e-15,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_2OBUTtm",0.0162726384703603,0.0161365693818203,0.01635622680222,0.0160429612165156,0.0162134915772795,0.0162962715975368,0.0161928764211763,0.0162189875792947,0.0163128472959414,0.0162998564556918,0.0163293721197711,0.0162451506257128,0.0160852401408686,0.00212340267029763,0.00209922725644641,0.00205589637167892,0.00215073706804105,0.00215881292339049,0.00210106713154801,0.00212216174721899,0.00210926241233689,0.00206022630392933,0.00210746789383336,0.00209614471155027,0.00209320991535104,0.00212853097180205
"R_2OXOADPtim",0.0241682881692701,0.023966196975031,0.024292434410046,0.0238271691757258,0.024080442602111,0.0242033883291113,0.024049824749042,0.0240886053202064,0.0242280067260008,0.0242087125979246,0.024252549562407,0.0241274629431494,0.0238899622642268,0.00315369924359006,0.00311779367305201,0.00305343820225833,0.00319429656919615,0.00320629091165229,0.00312052627425533,0.00315185621176196,0.00313269798855329,0.00305986906168569,0.00313003275152023,0.00311321544601215,0.00310885665685119,0.00316131584914981
"R_2PHETOHt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.07261723571935e-15,0,5.6843418860808e-14,6.31593542897867e-15,0,0
"R_2PHETOHtm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07261723571935e-15,0,0,-6.31593542897867e-15,0,0
"R_34HPLFM",-7.84141524536639e-18,3.81447817238811e-17,3.21880825255916e-18,0,0,0,-3.88826359383472e-20,0,0,5.76803788697055e-15,1.52912172253596e-18,-2.54277401204585e-17,6.65060884835092e-20,1.06345678954356e-19,-6.76894069907656e-15,2.58557527395313e-17,-3.05480727765843e-17,0,-6.79258126084713e-17,0,0,2.55623353739139e-14,0,-8.14632356444369e-16,2.89543554422402e-19,1.17070985869525e-18
"R_34HPPOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25083570637981e-16,0
"R_34HPPt2m",0.00141384526050672,0.00129777814725724,0.00155784785064076,0.00136721265123636,0.00213563820930509,0.00148200924995479,0.00163425146774627,0.00146618634529681,0.00271739274768947,0.000872373305807697,0.00149494122029398,0.00159488671821464,0.00128037825971305,2.7936715751561e-05,0.000144988707048859,0.000160479220822615,5.884254992831e-05,7.36667291327819e-05,0.000221025885670656,9.4178670631282e-05,0.000153618872998875,4.6734248285616e-05,0.00022758909409788,0.000241158867001761,0.000157723977660377,8.09752447907699e-05
"R_34HPPt2p",0,2.77284970052722e-15,5.54569940105444e-15,5.54569940105444e-15,-2.77284970052722e-15,0,0,0,0,0,0,2.8421709430404e-15,0,0,0,0,0,0,0,-3.66731734585858e-15,0,0,0,3.15796771448933e-15,0,3.07261723571935e-15
"R_3C3HMPt",0,0,0,0,0,0,0,0,2.55795384873636e-14,0,0,0,0,0,0,0,0,-3.5527136788005e-15,0,0,0,0,0,0,0,0
"R_3C3HMPtm",-0.0250296317727873,-0.0248203381670104,-0.0251582025127014,-0.0246763554985247,-0.0249386554411719,-0.0250659828800281,-0.0249069463863385,-0.0249471090738087,-0.0250914786638219,-0.0250714969043357,-0.0251168961925104,-0.0249873515596107,-0.0247413864959005,-0.00326609523341241,-0.00322891000940087,-0.00316226094741687,-0.0033081394238593,-0.00332056123764701,-0.00323173999891537,-0.00326418651699837,-0.00324434550598628,-0.00316892099891214,-0.00324158528146938,-0.00322416861702853,-0.00321965448318177,-0.00327398329043385
"R_3C4MOPtm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_3DH5HPBMTm",6.6740839465224e-20,1.80524069044741e-18,2.9416252454084e-18,4.634872298642e-16,1.18941950747864e-21,-8.76153864237245e-19,-1.23555132655779e-21,1.97639021343822e-15,-3.45589442479755e-20,1.32924705109683e-14,2.93559245719813e-18,2.7666617124643e-20,3.15668526286403e-18,-7.49643869915864e-19,-4.64516176203167e-15,-7.5089250897535e-19,-1.54806782542889e-16,9.22052360837387e-16,-8.9156062551125e-16,-9.70829192709024e-14,-1.10132297064705e-19,6.53160330426849e-16,-3.69924699054371e-18,-8.2638948204709e-16,5.38010259404339e-16,3.07754563074212e-16
"R_3DH5HPBtm",0,0,0,0,0,0,0,2.77284970052722e-15,0,1.38642485026361e-14,0,0,0,0,-3.24819536347474e-15,0,0,0,0,-9.53502509923231e-14,0,0,0,0,0,0
"R_3DSPHR",2.41130461053155e-15,-7.49363065982993e-15,7.35530171035295e-14,2.49525066776962e-14,1.11225640707108e-14,-1.04459859610313e-14,2.98374867166929e-14,-7.06119870433633e-14,1.66000411801053e-15,5.00642378227987e-14,2.13470811723384e-15,-1.4370413761701e-14,1.0647266899631e-13,-2.96526658532897e-14,-1.68105772065847e-14,-3.14756111564195e-14,-4.5638674210168e-14,-1.29478355844569e-12,2.20421900939026e-14,2.35919055410393e-14,-1.81645619022172e-14,2.94763358797461e-14,4.33269642202842e-14,3.64354430573125e-14,2.75727400841346e-14,7.2353543068862e-14
"R_3HAO",-2.90042918038116e-16,0,0,-1.59936397432809e-17,4.54589067088711e-14,7.56924964455164e-14,1.41652354376155e-15,0,-2.21575470644997e-14,0,2.21828232719719e-14,-1.3577941539999e-19,0,-8.82554106805254e-19,0,3.92053296352592e-21,4.86555398272487e-18,-1.11221972970399e-17,3.12405488669264e-20,5.22839952474975e-19,1.49377823440817e-17,-1.96391755058196e-14,4.65055731570854e-17,-2.69423301249412e-17,-2.91316262347345e-15,0
"R_3HPH5MBDCm",6.6740839465224e-20,1.80524069044741e-18,3.0233916800495e-18,4.634872298642e-16,1.18941950747864e-21,-8.75435330459252e-19,-4.62716482059804e-18,1.97639021343822e-15,-3.45589442479755e-20,1.32962994157296e-14,2.93559245719813e-18,2.7666617124643e-20,3.15668526286403e-18,-7.49643869915864e-19,-4.64516176203167e-15,-7.5089250897535e-19,-1.54806782542889e-16,9.22052360837387e-16,-8.91631437465641e-16,-9.70826986291303e-14,-9.98008910867814e-20,5.25644222543756e-16,-3.69924699054371e-18,-8.2638948204709e-16,3.82010865883531e-16,3.09608833057418e-16
"R_3IPM3MT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_3MBALDt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
